Employee Code,AttendanceDate,InTime, OutTime
24,5/10/2017,00:00,00:00
26,5/10/2017,00:00,00:00
29,5/10/2017,19:12,05:00
30,5/10/2017,00:00,00:00
31,5/10/2017,00:00,00:00
32,5/10/2017,00:00,00:00
36,5/10/2017,11:15,21:56
37,5/10/2017,00:00,00:00
38,5/10/2017,00:00,00:00
39,5/10/2017,09:26,09:26
40,5/10/2017,18:51,18:51
42,5/10/2017,00:00,00:00
43,5/10/2017,08:20,16:32
44,5/10/2017,00:00,00:00
45,5/10/2017,09:17,20:26
46,5/10/2017,00:00,00:00
47,5/10/2017,12:07,12:07
48,5/10/2017,00:00,00:00
49,5/10/2017,12:54,21:00
50,5/10/2017,11:17,11:17
51,5/10/2017,00:00,00:00
52,5/10/2017,10:59,19:18
T1,5/10/2017,00:00,00:00
T2,5/10/2017,00:00,00:00
T3,5/10/2017,00:00,00:00
1,5/9/2017,09:45,18:45
2,5/9/2017,00:00,00:00
3,5/9/2017,00:00,00:00
4,5/9/2017,12:36,12:36
5,5/9/2017,09:30,18:26
6,5/9/2017,09:41,17:11
8,5/9/2017,09:29,18:26
13,5/9/2017,00:00,00:00
14,5/9/2017,16:18,22:13
15,5/9/2017,09:43,09:43
18,5/9/2017,09:48,17:53
21,5/9/2017,09:20,17:50
22,5/9/2017,09:39,18:21
24,5/9/2017,09:49,17:53
26,5/9/2017,10:50,10:50
29,5/9/2017,19:00,04:55
30,5/9/2017,00:00,00:00
31,5/9/2017,00:00,00:00
32,5/9/2017,00:00,00:00
36,5/9/2017,21:56,21:56
37,5/9/2017,09:31,09:31
38,5/9/2017,00:00,00:00
39,5/9/2017,09:23,17:55
40,5/9/2017,02:58,11:24
42,5/9/2017,00:00,00:00
43,5/9/2017,08:21,17:06
44,5/9/2017,10:24,18:55
45,5/9/2017,17:55,17:55
46,5/9/2017,09:54,09:54
47,5/9/2017,10:05,19:43
48,5/9/2017,09:08,18:05
49,5/9/2017,09:29,17:54
50,5/9/2017,22:20,22:20
51,5/9/2017,09:30,09:30
52,5/9/2017,11:02,19:42
T1,5/9/2017,00:00,00:00
T2,5/9/2017,00:00,00:00
T3,5/9/2017,00:00,00:00
1,5/8/2017,10:08,10:08
2,5/8/2017,09:39,16:53
3,5/8/2017,10:18,19:17
4,5/8/2017,10:25,03:30
5,5/8/2017,09:58,18:30
6,5/8/2017,09:57,09:57
8,5/8/2017,16:31,18:30
13,5/8/2017,00:00,00:00
14,5/8/2017,21:57,21:57
15,5/8/2017,09:42,18:12
18,5/8/2017,15:01,17:36
21,5/8/2017,09:17,09:17
22,5/8/2017,09:57,18:27
24,5/8/2017,09:36,17:40
26,5/8/2017,09:25,09:25
29,5/8/2017,11:20,20:20
30,5/8/2017,00:00,00:00
31,5/8/2017,00:00,00:00
32,5/8/2017,00:00,00:00
36,5/8/2017,00:00,00:00
37,5/8/2017,00:00,00:00
38,5/8/2017,00:00,00:00
39,5/8/2017,09:28,18:11
40,5/8/2017,02:52,11:19
42,5/8/2017,00:00,00:00
43,5/8/2017,00:00,00:00
44,5/8/2017,10:20,10:20
45,5/8/2017,07:56,16:02
46,5/8/2017,10:28,10:28
47,5/8/2017,20:05,20:05
48,5/8/2017,09:09,17:57
49,5/8/2017,09:29,18:11
50,5/8/2017,11:36,19:17
51,5/8/2017,00:00,00:00
52,5/8/2017,00:00,00:00
T1,5/8/2017,00:00,00:00
T2,5/8/2017,00:00,00:00
T3,5/8/2017,00:00,00:00
1,5/7/2017,00:00,00:00
2,5/7/2017,00:00,00:00
3,5/7/2017,19:48,19:48
4,5/7/2017,19:21,19:21
5,5/7/2017,00:00,00:00
6,5/7/2017,00:00,00:00
8,5/7/2017,00:00,00:00
13,5/7/2017,00:00,00:00
14,5/7/2017,00:00,00:00
15,5/7/2017,00:00,00:00
18,5/7/2017,00:00,00:00
21,5/7/2017,00:00,00:00
22,5/7/2017,00:00,00:00
24,5/7/2017,00:00,00:00
26,5/7/2017,09:24,09:24
29,5/7/2017,00:00,00:00
30,5/7/2017,00:00,00:00
31,5/7/2017,00:00,00:00
32,5/7/2017,00:00,00:00
36,5/7/2017,00:00,00:00
37,5/7/2017,00:00,00:00
38,5/7/2017,00:00,00:00
39,5/7/2017,07:54,16:22
40,5/7/2017,03:30,11:31
42,5/7/2017,00:00,00:00
43,5/7/2017,00:00,00:00
44,5/7/2017,00:00,00:00
45,5/7/2017,00:00,00:00
46,5/7/2017,00:00,00:00
47,5/7/2017,00:00,00:00
48,5/7/2017,00:00,00:00
49,5/7/2017,13:01,20:48
50,5/7/2017,11:37,22:16
51,5/7/2017,00:00,00:00
52,5/7/2017,11:03,19:28
T1,5/7/2017,00:00,00:00
T2,5/7/2017,00:00,00:00
T3,5/7/2017,00:00,00:00
1,5/6/2017,00:00,00:00
2,5/6/2017,09:47,17:58
3,5/6/2017,19:43,19:43
4,5/6/2017,03:28,19:30
5,5/6/2017,00:00,00:00
6,5/6/2017,09:35,09:35
8,5/6/2017,09:34,09:34
13,5/6/2017,00:00,00:00
14,5/6/2017,12:58,12:58
15,5/6/2017,00:00,00:00
18,5/6/2017,09:44,17:54
21,5/6/2017,00:00,00:00
22,5/6/2017,09:37,18:25
24,5/6/2017,00:00,00:00
26,5/6/2017,00:00,00:00
29,5/6/2017,00:00,00:00
30,5/6/2017,00:00,00:00
31,5/6/2017,00:00,00:00
32,5/6/2017,00:00,00:00
36,5/6/2017,11:26,19:37
37,5/6/2017,09:37,09:37
38,5/6/2017,00:00,00:00
39,5/6/2017,00:00,00:00
40,5/6/2017,02:50,11:34
42,5/6/2017,00:00,00:00
43,5/6/2017,08:29,16:52
44,5/6/2017,10:31,18:25
45,5/6/2017,09:24,17:52
46,5/6/2017,09:45,09:45
47,5/6/2017,10:26,17:35
48,5/6/2017,10:09,17:38
49,5/6/2017,09:24,17:52
50,5/6/2017,00:00,00:00
51,5/6/2017,09:15,09:15
52,5/6/2017,00:00,00:00
T1,5/6/2017,00:00,00:00
T2,5/6/2017,00:00,00:00
T3,5/6/2017,00:00,00:00
1,5/5/2017,10:28,10:28
2,5/5/2017,09:53,18:29
3,5/5/2017,11:36,11:36
4,5/5/2017,00:00,00:00
5,5/5/2017,09:29,17:45
6,5/5/2017,09:35,09:35
8,5/5/2017,09:29,18:55
13,5/5/2017,00:00,00:00
14,5/5/2017,13:01,13:01
15,5/5/2017,10:11,18:49
18,5/5/2017,09:48,17:40
21,5/5/2017,00:00,00:00
22,5/5/2017,09:50,19:26
24,5/5/2017,09:39,17:40
26,5/5/2017,09:01,18:17
29,5/5/2017,19:09,04:47
30,5/5/2017,00:00,00:00
31,5/5/2017,00:00,00:00
32,5/5/2017,00:00,00:00
36,5/5/2017,11:11,19:26
37,5/5/2017,09:30,09:30
38,5/5/2017,00:00,00:00
39,5/5/2017,09:30,09:30
40,5/5/2017,00:00,00:00
42,5/5/2017,00:00,00:00
43,5/5/2017,08:19,16:27
44,5/5/2017,00:00,00:00
45,5/5/2017,00:00,00:00
46,5/5/2017,00:00,00:00
47,5/5/2017,08:53,18:35
48,5/5/2017,00:00,00:00
49,5/5/2017,00:00,00:00
50,5/5/2017,11:37,11:37
51,5/5/2017,09:21,18:29
52,5/5/2017,18:58,03:40
T1,5/5/2017,00:00,00:00
T2,5/5/2017,00:00,00:00
T3,5/5/2017,00:00,00:00
1,5/4/2017,11:34,11:34
2,5/4/2017,09:46,18:52
3,5/4/2017,11:34,11:34
4,5/4/2017,00:00,00:00
5,5/4/2017,09:50,19:12
6,5/4/2017,09:36,16:51
8,5/4/2017,09:33,19:12
13,5/4/2017,00:00,00:00
14,5/4/2017,12:59,12:59
15,5/4/2017,10:15,18:11
18,5/4/2017,09:48,17:49
21,5/4/2017,00:00,00:00
22,5/4/2017,09:54,19:02
24,5/4/2017,09:50,17:55
26,5/4/2017,09:21,09:21
29,5/4/2017,19:17,03:36
30,5/4/2017,00:00,00:00
31,5/4/2017,00:00,00:00
32,5/4/2017,00:00,00:00
36,5/4/2017,11:24,19:20
37,5/4/2017,09:28,09:28
38,5/4/2017,00:00,00:00
39,5/4/2017,17:41,17:41
40,5/4/2017,00:00,00:00
42,5/4/2017,00:00,00:00
43,5/4/2017,08:16,08:16
44,5/4/2017,10:31,10:31
45,5/4/2017,09:20,17:54
46,5/4/2017,00:00,00:00
47,5/4/2017,18:50,18:50
48,5/4/2017,08:58,14:49
49,5/4/2017,00:00,00:00
50,5/4/2017,12:02,22:31
51,5/4/2017,09:22,18:17
52,5/4/2017,19:01,03:35
T1,5/4/2017,00:00,00:00
T2,5/4/2017,00:00,00:00
T3,5/4/2017,00:00,00:00
1,5/3/2017,12:53,12:53
2,5/3/2017,00:00,00:00
3,5/3/2017,00:00,00:00
4,5/3/2017,11:38,11:38
5,5/3/2017,09:36,17:42
6,5/3/2017,09:31,17:42
8,5/3/2017,09:36,18:10
13,5/3/2017,00:00,00:00
14,5/3/2017,11:02,11:02
15,5/3/2017,18:58,18:58
18,5/3/2017,00:00,00:00
21,5/3/2017,00:00,00:00
22,5/3/2017,10:19,18:39
24,5/3/2017,10:17,17:58
26,5/3/2017,09:24,17:58
29,5/3/2017,19:11,03:35
30,5/3/2017,00:00,00:00
31,5/3/2017,00:00,00:00
32,5/3/2017,00:00,00:00
36,5/3/2017,11:22,19:38
37,5/3/2017,00:00,00:00
38,5/3/2017,00:00,00:00
39,5/3/2017,11:43,17:59
40,5/3/2017,02:59,11:35
42,5/3/2017,00:00,00:00
43,5/3/2017,08:10,17:16
44,5/3/2017,00:00,00:00
45,5/3/2017,09:20,18:13
46,5/3/2017,09:49,09:49
47,5/3/2017,18:49,18:49
48,5/3/2017,09:13,18:49
49,5/3/2017,00:00,00:00
50,5/3/2017,21:32,21:32
51,5/3/2017,09:19,09:19
52,5/3/2017,19:16,03:33
T1,5/3/2017,00:00,00:00
T2,5/3/2017,00:00,00:00
T3,5/3/2017,00:00,00:00
1,5/2/2017,00:00,00:00
2,5/2/2017,09:51,09:51
3,5/2/2017,11:33,11:33
4,5/2/2017,12:12,04:14
5,5/2/2017,09:32,18:44
6,5/2/2017,09:39,17:12
8,5/2/2017,09:32,18:44
13,5/2/2017,00:00,00:00
14,5/2/2017,09:35,09:35
15,5/2/2017,09:58,18:13
18,5/2/2017,09:28,17:34
21,5/2/2017,00:00,00:00
22,5/2/2017,10:01,18:57
24,5/2/2017,09:35,17:40
26,5/2/2017,00:00,00:00
29,5/2/2017,19:03,04:11
30,5/2/2017,00:00,00:00
31,5/2/2017,00:00,00:00
32,5/2/2017,00:00,00:00
36,5/2/2017,11:44,19:25
37,5/2/2017,09:32,09:32
38,5/2/2017,00:00,00:00
39,5/2/2017,09:32,18:47
40,5/2/2017,02:52,11:33
42,5/2/2017,00:00,00:00
43,5/2/2017,09:44,18:12
44,5/2/2017,10:33,10:33
45,5/2/2017,09:46,18:25
46,5/2/2017,09:37,09:37
47,5/2/2017,09:34,19:09
48,5/2/2017,08:57,17:59
49,5/2/2017,00:00,00:00
50,5/2/2017,00:00,00:00
51,5/2/2017,09:21,09:21
52,5/2/2017,19:14,03:42
T1,5/2/2017,00:00,00:00
T2,5/2/2017,00:00,00:00
T3,5/2/2017,00:00,00:00
1,5/1/2017,10:27,17:31
2,5/1/2017,00:00,00:00
3,5/1/2017,13:07,13:07
4,5/1/2017,10:57,04:25
5,5/1/2017,09:34,17:55
6,5/1/2017,09:34,17:10
8,5/1/2017,09:34,19:01
13,5/1/2017,00:00,00:00
14,5/1/2017,09:31,09:31
15,5/1/2017,10:04,18:40
18,5/1/2017,09:42,17:35
21,5/1/2017,00:00,00:00
22,5/1/2017,19:20,19:20
24,5/1/2017,09:43,17:35
26,5/1/2017,00:00,00:00
29,5/1/2017,19:16,04:33
30,5/1/2017,00:00,00:00
31,5/1/2017,00:00,00:00
32,5/1/2017,00:00,00:00
36,5/1/2017,14:20,14:20
37,5/1/2017,00:00,00:00
38,5/1/2017,00:00,00:00
39,5/1/2017,09:22,17:33
40,5/1/2017,00:00,00:00
42,5/1/2017,00:00,00:00
43,5/1/2017,00:00,00:00
44,5/1/2017,00:00,00:00
45,5/1/2017,00:00,00:00
46,5/1/2017,09:33,19:15
47,5/1/2017,09:08,19:15
48,5/1/2017,08:58,17:39
49,5/1/2017,09:29,09:29
50,5/1/2017,21:12,21:12
51,5/1/2017,00:00,00:00
52,5/1/2017,19:10,23:04
T1,5/1/2017,00:00,00:00
T2,5/1/2017,00:00,00:00
T3,5/1/2017,00:00,00:00
